pos_error_mean,pos_error_std,pos_error_max,pos_error_min,vel_mean,vel_std,vel_max,vel_min,torque_mean,torque_std,torque_max,torque_min
0.015760024051624345,3.7166195988016155,10.766355046037168,-14.026973821154733,0.004717023776618192,15.449817882387746,51.27786636352539,-51.29561233520508,0.0016352161480303789,0.2760055293974273,0.3880205452442169,-0.3819151520729065
